"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/10009225-body_of_lies","","False","Bullz-Eye.com","Fresh","3.5/5","2008-10-18","",NA,7,1,0.444501530470709
"m/10009225-body_of_lies","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/10009225-body_of_lies","","False","Total Film","Fresh","3/5","2008-11-21","Syriana, this ain't. Ridley Scott's latest misses the scope, texture or depth to dig into the moral mess of the war on terror. But this entertaining techno-thriller feeds greedily off star performances from Leonardo DiCaprio and Mark Strong.",NA,6,1,0.0117473793087968
"m/10009225-body_of_lies","","False","Daily Mirror (UK)","Rotten","2/5","2008-11-21","If the starry but soulless crime flick American Gangster wasn't enough to convince you Ridley Scott was a man past his prime, check out Body Of Lies - a starry but soulless terrorism movie.",NA,4,0,-0.853760923015028
"m/10009274-priest","","False","Total Film","Rotten","2/5","2011-05-05","There's a wealth of material to be mined from crises of faith and the idea of the church as supreme governor. But it quickly becomes apparent that subtext is too much to ask of a film that just wants cowboys and clergymen to fight vampires.",NA,4,0,-0.853760923015028
"m/10009274-priest","","False","FILMINK (Australia)","Rotten","","2011-08-25","Predictable action sequences & lazy character development add up to an all too blatant cash in at the box office",NA,NA,0,NA
"m/10009323-broken","","False","Empire Magazine","Fresh","3/5","1800-01-01","",NA,6,1,0.0117473793087968
"m/10009323-broken","","False","Film Threat","Rotten","2.5/5","2008-01-29","",NA,5,0,-0.421006771853116
"m/10009323-broken","","True","Little White Lies","Fresh","3/5","2009-01-30","With a nod and a wink to Edgar Allan Poe and Hitchcock he has created a slick, supernatural thriller set in a cold and disquietingly quiet contemporary London.",NA,6,1,0.0117473793087968
"m/10009323-broken","","False","Total Film","Fresh","3/5","2009-01-30","A cerebral horror that's more creepily unsettling than out-and-out scary.",NA,6,1,0.0117473793087968
"m/10009323-broken","","False","The Sun (UK)","Rotten","1/5","2009-01-30","The Sneak was left wishing another film would break through the screen.",NA,2,0,-1.71926922533885
"m/10009323-broken","","False","Daily Record (UK)","Fresh","3/5","2009-01-30","Horror fans who like their senses assaulted slasher-style with old-school gore and lots of jumpy bits may find this cerebral affair a tad too dull for their liking.",NA,6,1,0.0117473793087968
"m/10009460-the_road","","True","Miami Herald","Fresh","3/4","2009-11-24","Like McCarthy's book, The Road is dark, bleak and nightmarish but also stirring and beautiful and optimistic: As long as life remains, the movie argues, there is always hope.",NA,7.5,1,0.660878606051666
"m/10009460-the_road","","False","FHM [UK]","Fresh","5/5","2010-01-08","One of the best films this year (and last!). Bleak, painful, charged with emotion and philosophical questions about how far we have evolved from animals when our comforts are taken away. A must see.",NA,10,1,1.74276398395645
"m/10009460-the_road","","False","Daily Record (UK)","Fresh","3/5","2010-01-08","Mortenson's haunting, evocative turn has already been touted for an Oscar, but stealing the show is Smit-McPhee with a remarkable and totally believable performance.",NA,6,1,0.0117473793087968
"m/10009462-g_force","","False","Bullz-Eye.com","Rotten","2/5","2009-07-24","",NA,4,0,-0.853760923015028
"m/10009462-g_force","","False","National Post","Rotten","1.5/4","2009-07-24","",NA,3.75,0,-0.961949460805507
"m/10009462-g_force","","False","Irish Times","Rotten","2/5","2009-07-24","",NA,4,0,-0.853760923015028
"m/10009462-g_force","","True","Entertainment Weekly","Rotten","","2009-07-24","","C",3,0,-1.28651507417694
"m/10009462-g_force","","False","The Sun (UK)","Fresh","3/5","2009-07-31","Kids will have a fur-ball watching this part-computer generated part-live action movie.",NA,6,1,0.0117473793087968
"m/10009462-g_force","","False","Daily Record (UK)","Fresh","3/5","2009-07-31","G-Force is a high-octane action movie for kids about a group of secret agent talking guinea pigs. The 3D is the best use of the technology in a movie this year and the action jumps from the big screen.",NA,6,1,0.0117473793087968
"m/10009493-duchess","","False","The Sun (UK)","Fresh","3/5","2008-09-05","For period drama fans there is enough high-powered bed-hopping and elegant corridor-stomping to keep them entertained.",NA,6,1,0.0117473793087968
"m/10009493-duchess","","False","Time Out Sydney","Fresh","5/6","2008-10-03","A mature, restrained portrayal from Knightley, a masterclass in passive aggression from Fiennes and a performance of tender seduction from Atwell.",NA,8.33333333333333,1,1.02150706535326
"m/10009493-duchess","","False","FILMINK (Australia)","Fresh","","2008-10-03","The film's real power lies with Knightley. She easily could have gone over the emotional top, but instead gives a measured performance that increasingly draws you in.",NA,NA,1,NA
"m/10009493-duchess","","False","Bullz-Eye.com","Rotten","2.5/5","2008-10-18","",NA,5,0,-0.421006771853116
"m/10009493-duchess","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/10009516-women","","False","The Sun (UK)","Fresh","3/5","2008-09-12","But the only bit to set red-blooded males' pulses racing is when Eva Mendes bends over in sexy suspenders.",NA,6,1,0.0117473793087968
"m/10009516-women","","False","FILMINK (Australia)","Fresh","","2008-10-24","Containing as much wisdom as it does wit, English's sparkling screenplay takes what was a fairly shallow story and creates a snapshot of modern (albeit wealthy) women's lives.",NA,NA,1,NA
"m/10009526-public_enemies","","False","National Post","Fresh","3/4","2009-07-01","",NA,7.5,1,0.660878606051666
"m/10009526-public_enemies","","False","Irish Times","Fresh","4/5","2009-07-03","",NA,8,1,0.877255681632622
"m/10009526-public_enemies","","False","The Sun (UK)","Fresh","3/5","2009-07-03","While the FBI's brave new ideas worked, Mann's do not.",NA,6,1,0.0117473793087968
"m/10009526-public_enemies","","True","Independent (UK)","Fresh","3/5","2009-07-03","Confusions of mood are exacerbated by some fussy camera-work - handheld jigging, switches between sepia and grainy, modern video. What it needs is the old-fashioned simplicities: a bit more black-and-white; a bit more bang bang.",NA,6,1,0.0117473793087968
"m/10009526-public_enemies","","False","Daily Record (UK)","Fresh","3/5","2009-07-03","With great period detail it's purely an A to B account of Dillinger's last days. Perhaps I was expecting more from the talent involved in making what is still a solid enough summer blockbuster.",NA,6,1,0.0117473793087968
"m/10009526-public_enemies","","False","The Mail on Sunday (UK)","Fresh","4/5","2009-07-03","The hottest gangster movie in ages.",NA,8,1,0.877255681632622
"m/10009526-public_enemies","","False","FILMINK (Australia)","Fresh","","2009-07-29","Director Michael Mann's return to crime is a breathtaking gangster movie shot in unusual though spectacular digital high definition.",NA,NA,1,NA
"m/10009552-julia","","False","The Sun (UK)","Rotten","2/5","2008-12-05","If the script had been half as powerful as Swinton, this could have been special.",NA,4,0,-0.853760923015028
"m/1000959-angel_heart","","False","Empire Magazine","Fresh","4/5","2000-01-01","",NA,8,1,0.877255681632622
"m/10009596-old_dogs","","False","Birmingham Post","Rotten","1/5","2010-03-19","This is easily the worst film of the year so far, and frankly last year too. It is embarrassingly, painfully unfunny.",NA,2,0,-1.71926922533885
"m/10009596-old_dogs","","False","Daily Record (UK)","Rotten","1/5","2010-04-02","A trip to the vets is needed, to have this dog of a movie, quietly put down.",NA,2,0,-1.71926922533885
"m/10009598-surrogates","","True","Daily Telegraph (UK)","Fresh","3/5","2009-09-25","The action scenes feel curtailed and a little cheesy, but it has a veneer of day-glo creepiness which holds the attention.",NA,6,1,0.0117473793087968
"m/10009624-promotion","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B",6,1,0.0117473793087968
"m/10009632-notorious","","True","St. Louis Post-Dispatch","Fresh","3.5/4","2009-01-16","",NA,8.75,1,1.20182129500406
"m/10009632-notorious","","False","Bullz-Eye.com","Rotten","2.5/5","2009-01-16","",NA,5,0,-0.421006771853116
"m/10009632-notorious","","False","National Post","Fresh","3/4","2009-01-16","",NA,7.5,1,0.660878606051666
"m/10009632-notorious","","False","Maxim [UK]","Fresh","3/5","2009-02-12","Although guilty of assuming too much pre-knowledge on the viewer's part, it's a solid rap opus that snarls down Eminem's 8 Mile with heavyweight confidence.",NA,6,1,0.0117473793087968
"m/10009632-notorious","","False","Daily Record (UK)","Fresh","3/5","2009-02-13","For his legions of fans there's nothing new to discover about their flawed, but musically gifted, hero in a movie that, for them at least, will only serve to add to his legend.",NA,6,1,0.0117473793087968
"m/10009632-notorious","","False","The Sun (UK)","Fresh","3/5","2009-02-13","Fans of Biggie will find a thrill in watching Jamal Woolard bring him back to life after death.",NA,6,1,0.0117473793087968
"m/10009635-soul_men","","True","St. Louis Post-Dispatch","Fresh","3/4","2008-11-14","",NA,7.5,1,0.660878606051666
"m/10009636-igor","","False","National Post","Rotten","1.5/4","2008-10-18","",NA,3.75,0,-0.961949460805507
"m/10009823-sin_nombre","","False","Irish Times","Fresh","4/5","2009-03-20","",NA,8,1,0.877255681632622
"m/10009823-sin_nombre","","True","Daily Telegraph (UK)","Fresh","3/5","2009-03-20","",NA,6,1,0.0117473793087968
"m/10009823-sin_nombre","","False","National Post","Fresh","3/4","2009-03-20","",NA,7.5,1,0.660878606051666
"m/10009823-sin_nombre","","False","Maxim [UK]","Fresh","4/5","2009-08-14","A hard-hitting tragi-masterpiece that jolts from tender sentimentality to gritty real-life violence .",NA,8,1,0.877255681632622
"m/10009823-sin_nombre","","False","The Mail on Sunday (UK)","Fresh","4/5","2009-08-14","It's such an accomplished and powerful piece of storytelling that Sin Nombre - which means Nameless - could easily find itself in the running for the Best Foreign Film Academy Award.",NA,8,1,0.877255681632622
"m/10009890-stone_angel","","False","National Post","Rotten","2.5/4","2008-10-18","",NA,6.25,0,0.119935917099275
"m/10009980-rebound","","False","Daily Mail (UK)","Rotten","2/5","2010-07-22","Laughs are in short supply, and Mr Freundlich resorts to gross-out lavatory humour that's an unnecessary concession to youthful audiences who wouldn't like this movie anyway.",NA,4,0,-0.853760923015028
"m/10010011-harold","","False","Slant Magazine","Rotten","1.5/4","2008-07-11","",NA,3.75,0,-0.961949460805507
"m/10010066-push","","False","Scotsman","Rotten","","2009-02-19","Director Paul McGuigan does his best, but this is just a slog that mistakes earnest detail for engaging narrative. Shove.",NA,NA,0,NA
"m/10010066-push","","False","The Sun (UK)","Rotten","2/5","2009-02-20","It's fun teen stuff but wrecked by director Paul McGuigan's confusing use of constant flashbacks.",NA,4,0,-0.853760923015028
"m/10010066-push","","False","Daily Record (UK)","Fresh","3/5","2009-02-20","What it lacks in out and out originality it makes up for with some pulsating action, vibrant cinematography and good performances from a decent cast.",NA,6,1,0.0117473793087968
"m/10010066-push","","False","Courier Mail (Australia)","Rotten","1/5","2009-09-09","The premise is promising all right, but it's a movie over-stuffed with talk and actors with a glazed look as though they too aren't sure of what they're doing.",NA,2,0,-1.71926922533885
"m/10010077-felon","","True","Entertainment Weekly","Rotten","","2008-07-17","","C",3,0,-1.28651507417694
"m/10010131-scar","","False","Empire Magazine","Rotten","2/5","2007-05-20","",NA,4,0,-0.853760923015028
"m/10010131-scar","","False","Empire Magazine","Rotten","2/5","2008-11-07","The perspecto-effects are a real letdown, while the pacing and performances are as flat as roadkill.",NA,4,0,-0.853760923015028
"m/10010131-scar","","False","Total Film","Rotten","1/5","2008-11-07","The result is humourless, implausible and lacks a single original idea. There would be no reason for this film to exist, were it not the first live action feature shot entirely in HD3D.",NA,2,0,-1.71926922533885
"m/10010131-scar","","False","Daily Mirror (UK)","Rotten","2/5","2008-11-07","If you make the mistake of going to see it, I recommend taking a spoon so you can scoop your will to live off the floor at the end. Derivative, dull and with a daft ending, even the 3D's not much cop.",NA,4,0,-0.853760923015028
"m/10010131-scar","","False","The Sun (UK)","Rotten","1/5","2008-11-07","This kind of torture porn is beyond bad taste.",NA,2,0,-1.71926922533885
"m/10010150-unborn","","True","Boston Globe","Rotten","0.5/4","2009-01-09","",NA,1.25,0,-2.04383483871029
"m/10010150-unborn","","False","The Sun (UK)","Rotten","2/5","2009-02-27","This supernatural horror is nonsense on toast.",NA,4,0,-0.853760923015028
"m/10010155-forever_strong","","True","Boston Globe","Rotten","2/4","2008-10-18","",NA,5,0,-0.421006771853116
"m/10010208-chocolate","","False","Daily Mirror (UK)","Fresh","","2008-10-24","It's likely to be drooled over by fans of the genre and no doubt enthused about by Quentin Tarantino. But if kung fu ain't your thing, this won't convert you.",NA,NA,1,NA
"m/10010208-chocolate","","False","The Sun (UK)","Fresh","3/5","2008-10-24","Unfortunately, the martial arts action is only half the movie - the rest is badly acted and gory.",NA,6,1,0.0117473793087968
"m/10010458-proposal","","False","Irish Times","Fresh","3/5","2009-07-24","",NA,6,1,0.0117473793087968
"m/10010458-proposal","","False","The Mail on Sunday (UK)","Fresh","3/5","2009-07-24","Sandra Bullock's performance alone deserves to give the star her first big comedy success since Miss Congeniality.",NA,6,1,0.0117473793087968
